,Unnamed: 0.2,index,Unnamed: 0.1,Unnamed: 0,molcule_formula,dsgdb_idx,nmr_shift,atomic_number,x,y,z,energy,atom_feature_vector_1,atom_feature_vector_2,atom_feature_vector_3,atom_feature_vector_4,atom_feature_vector_5,atom_feature_vector_6,atom_feature_vector_7,atom_feature_vector_8,atom_feature_vector_9,atom_feature_vector_10,atom_feature_vector_11,atom_feature_vector_12,atom_feature_vector_13,atom_feature_vector_14,atom_feature_vector_15,atom_feature_vector_16,atom_feature_vector_17,atom_feature_vector_18,atom_feature_vector_19,atom_feature_vector_20,atom_feature_vector_21,atom_feature_vector_22,atom_feature_vector_23,atom_feature_vector_24,atom_feature_vector_25,atom_feature_vector_26,atom_feature_vector_27,atom_feature_vector_28,atom_feature_vector_29,atom_feature_vector_30,atom_feature_vector_31,atom_feature_vector_32,atom_feature_vector_33,atom_feature_vector_34,atom_feature_vector_35,atom_feature_vector_36,atom_feature_vector_37,atom_feature_vector_38,atom_feature_vector_39,atom_feature_vector_40,atom_feature_vector_41,atom_feature_vector_42,atom_feature_vector_43,atom_feature_vector_44,atom_feature_vector_45,atom_feature_vector_46,atom_feature_vector_47,atom_feature_vector_48,atom_feature_vector_49,atom_feature_vector_50,atom_feature_vector_51,atom_feature_vector_52,atom_feature_vector_53,atom_feature_vector_54,atom_feature_vector_55,atom_feature_vector_56,atom_feature_vector_57,atom_feature_vector_58,atom_feature_vector_59,atom_feature_vector_60,atom_feature_vector_61,atom_feature_vector_62,atom_feature_vector_63,atom_feature_vector_64
26211,59464,59464,6,6,H7 C4 N3 O2,dsgdb9_055590,87.7111,7.0,-2.312915563583374,-2.65835952758789,0.093678593635559,-9.513317108154297,-0.0484325177967548,-0.1556000262498855,-0.0858115255832672,0.0685324221849441,-0.0742948502302169,-0.4730940759181976,0.1398182809352874,-0.0412757992744445,0.0178021807223558,-0.2464565485715866,0.0242936313152313,-0.1136148199439048,0.2408567070960998,-0.0213936921209096,-0.0650242716073989,-0.0011777040781453,-0.3206863105297088,-0.3115657269954681,-0.0706091001629829,0.0062935352325439,0.1345654428005218,-0.0204264447093009,0.0430606864392757,-0.2707041501998901,0.0644482672214508,0.0442557856440544,0.129396378993988,-0.0994546934962272,0.2012365311384201,-0.0375088192522525,2.234149217605591,-0.2902528643608093,0.0517475306987762,-0.0044736382551491,-0.1519076973199844,0.0840883404016494,-0.0510793589055538,0.0248874519020319,0.3570446372032165,-0.096024103462696,-0.0911320820450782,-0.0304511822760105,-0.0075181778520345,0.0996171236038208,0.4370518326759338,0.1351595371961593,-0.103754922747612,-0.1403103023767471,-0.0476722046732902,-0.0733223259449005,0.1202583909034729,-0.0279905833303928,0.1082288473844528,0.7906973361968994,-0.0471893996000289,0.0813937187194824,0.1912190467119217,0.103744551539421,-0.1243734359741211,0.1232682466506958,0.0333927124738693,-0.185378223657608,0.0448266230523586,-0.0873124301433563
26254,55717,55717,5,5,H7 C6 N1 O2,dsgdb9_051275,105.239,7.0,1.091167688369751,4.85258674621582,-2.369086265563965,-9.313467979431152,-0.0869145765900611,-0.1287901401519775,-0.0663347244262695,0.0805172622203826,-0.0672634690999984,-0.374070942401886,0.0777467712759971,-0.0722835585474968,-0.0040639881044626,-0.2475451678037643,0.0023726010695099,-0.117424339056015,0.1752450913190841,-0.0320857912302017,-0.1002558693289756,0.0147446440532803,-0.4174817502498626,-0.3034359514713287,-0.0547454692423343,-0.0154420174658298,0.168321281671524,-0.0643945783376693,0.0712435990571975,-0.2333816289901733,0.1069415435194969,0.0372595936059951,0.1456114649772644,-0.10077965259552,0.3175770938396454,-0.0333579815924167,2.146149158477783,-0.2871975004673004,-0.1109108179807663,0.0844319909811019,-0.1611407399177551,0.1243656277656555,-0.2223110795021057,-0.0151350358501076,0.2413298785686493,-0.0726249068975448,-0.1258502453565597,-0.0427201353013515,-0.1802640259265899,0.0973166450858116,0.2978120744228363,0.1304928064346313,-0.0917671546339988,-0.1430539190769195,-0.0284206885844469,-0.0897715240716934,0.0264187082648277,-0.0597889199852943,0.0856930464506149,0.6163576245307922,-0.0162475779652595,0.1120424345135688,0.1785305887460708,0.092913307249546,-0.1256933957338333,0.0469943396747112,0.0314338691532611,-0.1460482031106948,0.0419966652989387,-0.065495565533638
26296,70404,70404,2,2,H13 C8 N1,dsgdb9_069536,200.3519,7.0,-0.8200897574424744,-0.8496220707893372,0.8707756400108337,-8.834010124206543,-0.0937707275152206,-0.114429160952568,0.0075030606240034,0.1098634526133537,-0.0481396988034248,-0.2569496929645538,0.040805771946907,0.026329006999731,0.017534639686346,-0.1971504092216491,-0.0055103451013565,-0.238989382982254,0.1336207687854766,0.0275434963405132,-0.052074447274208,0.0315754003822803,-0.5012339949607849,-0.1306795477867126,-0.1254745125770568,0.0229148156940937,0.1058409810066223,-0.0661087185144424,0.0360539108514785,-0.2717624008655548,0.210393950343132,-0.0183094833046197,0.1401749551296234,-0.0990277826786041,0.3102633059024811,-0.0210081301629543,2.0258264541625977,-0.2845655381679535,0.0692867413163185,0.2321713119745254,-0.1491344273090362,0.0141364242881536,-0.0437959358096122,-0.013165658339858,0.1643323451280594,-0.0828342139720916,-0.0951370224356651,-0.0288925282657146,0.0436656326055526,0.1365293860435485,0.2630257308483124,0.0793182998895645,-0.0453934073448181,-0.1649797856807708,-0.0441242530941963,-0.033534649759531,0.0778690502047538,-0.0674715936183929,0.0312263760715723,0.2129074186086654,-0.0136797949671745,0.1319095492362976,0.1132191643118858,0.0977724492549896,-0.1205167323350906,0.092256836593151,0.0349455773830413,-0.1958134174346923,0.0557152777910232,0.0450516603887081
26486,66667,66667,7,7,H9 C7 N1 O1,dsgdb9_064596,214.1146,7.0,2.229642629623413,-0.1576830148696899,1.267164707183838,-8.780904769897461,-0.1100674420595169,-0.1181652322411537,0.007306570187211,0.1022369042038917,-0.0557594187557697,-0.2823623418807983,0.0286808386445045,0.0023422613739967,0.0112115070223808,-0.206046774983406,-0.0023858621716499,-0.2298774421215057,0.1226107776165008,0.0247392039746046,-0.0529965013265609,0.0197519864886999,-0.5020031929016113,-0.1877566576004028,-0.1287181675434112,0.0186304822564125,0.1189450472593307,-0.0662363395094871,0.0528578907251358,-0.211054190993309,0.1864369809627533,-0.0015312060713768,0.1335322856903076,-0.1182639524340629,0.3406725227832794,-0.0346111543476581,2.032766819000244,-0.24090576171875,0.0683778971433639,0.2132518142461776,-0.1543714553117752,0.0170193146914243,-0.0592263787984848,-0.0062607992440462,0.1460699290037155,-0.0781526267528534,-0.1064678430557251,-0.047600969672203,0.0413392223417758,0.1376317739486694,0.2445610463619232,0.0872838720679283,-0.0701758190989494,-0.1737915575504303,-0.0581261552870273,-0.0371585041284561,0.0934120193123817,-0.0726215168833732,0.0381169728934764,0.1556249856948852,-0.00974116101861,0.1146152168512344,0.105422705411911,0.1017780601978302,-0.1210646778345108,0.1175239384174346,0.0343608669936656,-0.2028947919607162,0.0386712923645973,0.0341699756681919
26880,112262,112262,4,4,H7 C6 N1 O2,dsgdb9_125939,-140.5617,7.0,2.0465805530548096,-2.886575698852539,-0.971760392189026,-7.402469635009766,-0.0797630697488784,-0.1333549916744232,-0.4466078877449035,0.0467024222016334,-0.1008944362401962,-0.1005263701081276,0.0647070854902267,-0.0243269428610801,0.0525197945535182,0.0806634500622749,-0.0523444563150405,-0.1134159043431282,0.0007488951086997,0.0936651080846786,-0.041824921965599,-0.0450460612773895,-0.4922548532485962,-0.2389577627182006,-0.1918749958276748,-0.032140415161848,0.2396800816059112,-0.0633358210325241,0.0633363798260688,-0.0632449015974998,0.0414509996771812,-0.0533035546541214,0.140207901597023,-0.1299736350774765,0.1584915369749069,-0.0209006685763597,1.312037467956543,-0.0924714729189872,-0.0334286764264106,0.2570660412311554,0.0335516110062599,0.0733465254306793,-0.0806868076324462,-0.002143707126379,0.0745039209723472,-0.1294060051441192,-0.0155068486928939,0.0390368960797786,-0.0041576288640499,0.1850191950798034,0.0989697724580764,0.1333141773939132,0.1631328463554382,-0.0751893222332,-0.0393897891044616,0.104897528886795,0.1551860570907592,0.6667844653129578,-0.0285317599773406,-0.0265881195664405,0.0648118779063224,0.1378858834505081,0.1125691533088684,0.102315068244934,-0.0868851393461227,0.1249163597822189,0.0254302732646465,-0.0887263044714927,0.1219353601336479,0.0688282251358032
26968,66860,66860,4,4,H6 C5 N2 O2,dsgdb9_064756,-34.6067,7.0,3.3196258544921875,0.5127962231636047,1.0088887214660645,-7.938018321990967,-0.0597507618367672,-0.0808766111731529,-0.5394144058227539,0.0427302233874797,-0.1014664098620414,-0.3540004193782806,0.1111375391483306,-0.168212816119194,0.2801959216594696,-0.0033641718327999,-0.0262932945042848,-0.0822620168328285,-0.0234492495656013,0.0353058464825153,-0.195628210902214,0.0115705411881208,-0.4045141637325287,-0.0360115878283977,-0.1723454892635345,0.0451864562928676,0.2411984950304031,-0.0740988254547119,0.0182992648333311,0.0984304100275039,0.1242864876985549,0.1014785543084144,0.1582494676113128,-0.1177122890949249,0.1151270717382431,-0.0208035539835691,1.4634599685668943,-0.2933199405670166,-0.0572344847023487,0.269098699092865,0.066226378083229,0.2463733404874801,-0.3994984030723572,0.0400359407067298,-0.0846168249845504,-0.0370772667229175,0.030936624854803,-0.0524769872426986,-0.0730552524328231,0.1402141600847244,0.110635869204998,0.1144279390573501,0.1286500692367553,-0.1085774898529052,-0.0735337138175964,-0.0543587990105152,0.0875138044357299,0.1283194422721862,-0.017779354006052,0.0173877999186515,-0.0302287675440311,0.071784421801567,0.1895351111888885,0.1019337996840477,-0.123670220375061,0.2990409135818481,0.0272665880620479,-0.0635833665728569,0.026856331154704,0.0098381359130144
27313,65073,65073,6,6,H11 C6 N1 O2,dsgdb9_062156,110.8601,7.0,-1.415905237197876,-0.1120174601674079,-0.0987442433834075,-9.411995887756348,-0.0831883251667022,-0.1672887951135635,-0.110102578997612,0.0719990879297256,-0.0564474761486053,-0.3892041444778442,0.1000333875417709,-0.0697876587510109,0.0302492044866085,-0.1948716342449188,0.0215426553040742,-0.1355896294116974,0.1549224555492401,0.0125651443377137,-0.0799391716718673,0.0296207088977098,-0.4452012777328491,-0.3789978623390198,-0.0677477121353149,0.0498568303883075,0.1357534229755401,-0.0574149899184703,0.0866347700357437,-0.3233695924282074,0.1596872508525848,0.0417818017303943,0.1473758518695831,-0.0910084247589111,0.2592540383338928,-0.0350461564958095,2.3195888996124268,-0.2187460362911224,0.0190216451883316,0.0702959820628166,-0.1535923331975937,0.0979214161634445,-0.1635317653417587,-0.0036898143589496,0.2549761533737182,-0.0846181660890579,-0.0945100560784339,-0.0849635377526283,-0.0933297052979469,0.1119670271873474,0.4089633822441101,0.1036624759435653,-0.0799784436821937,-0.1455396860837936,-0.0354211181402206,-0.1415464282035827,0.0944543331861496,-0.0233570262789726,0.1135895028710365,0.4343187808990478,-0.0540532134473323,0.1086112931370735,0.1710134446620941,0.1119464188814163,-0.1193966045975685,0.1272892951965332,0.0321290045976638,-0.1451496928930282,0.0684946700930595,-0.0372819565236568
27393,65766,65766,4,4,H9 C6 N1 O2,dsgdb9_062965,226.3534,7.0,2.391784191131592,-0.1855901926755905,-0.4918228685855865,-8.694228172302246,-0.1114618331193924,-0.113475501537323,0.0135146230459213,0.1035768687725067,-0.0519439466297626,-0.3100618124008178,0.0174618288874626,0.0657711327075958,0.0036615035496652,-0.2001431286334991,0.0007863920181989,-0.2306077182292938,0.1096269935369491,0.0155981965363025,-0.0528968423604965,0.0242739636451005,-0.4904039204120636,-0.1445552110671997,-0.1187010258436203,-0.009275697171688,0.1431762278079986,-0.0711262300610542,0.0229218993335962,-0.2471417337656021,0.1555266380310058,0.0007442561909556,0.1394910365343094,-0.1163714006543159,0.3790433704853058,-0.0365375205874443,1.8329086303710933,-0.2872193455696106,0.0668028816580772,0.2100375890731811,-0.145233079791069,-0.0046161860227584,-0.0481344535946846,-0.0100760105997323,0.1136427968740463,-0.0596805289387702,-0.1269073188304901,-0.0521349497139453,0.0343874506652355,0.1251198500394821,0.2564234733581543,0.1036670953035354,-0.0626255050301551,-0.1728953123092651,-0.0616671331226825,-0.0002545081079006,0.0840317830443382,-0.0737131834030151,0.0382851101458072,0.2006667256355285,0.0024279616773128,0.1436421573162078,0.1027855426073074,0.1094216331839561,-0.1201431006193161,0.0689154863357544,0.03537442907691,-0.2012147158384323,0.0388182550668716,0.0419998988509178
27431,85781,85781,2,2,H10 C6 N2 O1,dsgdb9_092058,199.6374,7.0,0.7382575869560242,-0.5188184380531311,-1.14696204662323,-9.355374336242676,-0.0888438448309898,-0.1253719180822372,-0.0612628608942031,0.075117751955986,-0.05093465000391,-0.3456358313560486,0.0662395730614662,0.013593029230833,0.0172629356384277,-0.2525555491447449,9.080395102500916e-07,-0.1863753795623779,0.1874302178621292,0.0399763882160186,-0.05723687261343,0.0284747090190649,-0.4873134195804596,-0.2463036775588989,-0.0805400758981704,0.0232927091419696,0.1374417543411255,-0.0737375542521476,0.0815135464072227,-0.3744457364082336,0.1762820035219192,0.015196381136775,0.1379831284284591,-0.1125551611185073,0.2710978984832763,-0.0384188294410705,2.3359451293945312,-0.2019121348857879,0.047625608742237,0.1735304743051529,-0.1985822319984436,0.0639233440160751,-0.2013846188783645,-0.023100534453988,0.2288860380649566,-0.0783372744917869,-0.0969671681523323,-0.1096801161766052,0.0137620661407709,0.1380960345268249,0.3540914952754974,0.0987297222018241,-0.0498051196336746,-0.1636498272418975,-0.04006864503026,-0.0404263921082019,0.0665244236588478,-0.0036826548166573,0.0921070724725723,0.2204127162694931,-0.026432380080223,0.1320053040981292,0.1303841024637222,0.0986969023942947,-0.1223670691251754,0.1443853676319122,0.0320024229586124,-0.160422533750534,0.0241100247949361,0.0157274734228849
27537,26026,26026,6,6,H7 C5 N3 O1,dsgdb9_025593,89.1774,7.0,-4.614431381225586,-2.961539030075073,0.0265282709151506,-9.317039489746094,-0.0836449265480041,-0.1576885879039764,-0.0373184084892272,0.0795732513070106,-0.0769332349300384,-0.3515766859054565,0.0630188286304473,-0.010925393551588,0.0289291813969612,-0.2643198370933532,-0.0054788868874311,-0.1003497168421745,0.295453667640686,-0.0439835079014301,-0.1139781400561332,0.0105736842378973,-0.3947390019893646,-0.2691771388053894,-0.0489560328423976,-0.0636590793728828,0.161424309015274,-0.0811927318572998,0.0335462354123592,-0.1873971074819564,0.1033730432391166,0.0610374100506305,0.1450500786304474,-0.1065209731459617,0.3817250728607178,-0.0358880683779716,2.0305354595184326,-0.2807121872901916,-0.1401333063840866,0.0443077459931373,-0.1332055926322937,0.1754259318113327,-0.2965469360351562,-0.0088834082707762,0.0872436463832855,-0.0778472125530242,-0.1462655216455459,0.0160178989171981,-0.235844224691391,0.0917939096689224,0.312730610370636,0.1393347531557083,-0.1051736772060394,-0.1331229358911514,-0.0227201059460639,-0.1157033368945121,0.0229139644652605,-0.070829376578331,-0.0013291630893945,0.6160091757774353,-0.0249683894217014,0.1225727275013923,0.1774023920297622,0.1622884720563888,-0.1252357959747314,0.0409852862358093,0.032479528337717,-0.1322700977325439,0.0306351147592067,-0.0783952847123146
27672,44298,44298,0,0,H8 C6 N2 O1,dsgdb9_037401,237.4068,7.0,-0.0285134501755237,1.4695637226104736,0.039843700826168,-8.83315658569336,-0.1146070659160614,-0.1263402551412582,0.0250854268670082,0.0898928642272949,-0.0549322552978992,-0.2925985157489776,0.0461195707321167,0.0289085209369659,0.0139979152008891,-0.21568463742733,0.0024350844323635,-0.2238887548446655,0.1008349135518074,0.0224405862390995,-0.0581599846482276,0.016631769016385,-0.5096022486686707,-0.1565819084644317,-0.1220859810709953,0.0330492928624153,0.114607848227024,-0.0719596296548843,0.0300126317888498,-0.2307447344064712,0.1711691468954086,0.0077169956639409,0.132881686091423,-0.1245715022087097,0.3367508947849273,-0.0286319814622402,2.032287359237671,-0.2342156022787094,0.076596014201641,0.2196072340011596,-0.1555868089199066,0.0021316483616828,-0.0750063881278038,-0.0055998675525188,0.1335849463939666,-0.0782413333654403,-0.1026890650391578,-0.0541406907141208,0.0324104130268096,0.1334684789180755,0.2859032452106476,0.0935052707791328,-0.0674750134348869,-0.1680511087179184,-0.0340184904634952,-0.0235067121684551,0.0803085416555404,-0.0713904649019241,0.0439519472420215,0.2213588804006576,0.0116418302059173,0.1158368214964866,0.1082685217261314,0.108973428606987,-0.1199448406696319,0.1204679310321807,0.0354045331478118,-0.213091641664505,0.0340126678347587,0.0359333232045173
27772,1233,1233,4,4,H7 C5 N1 O1,dsgdb9_001415,-0.9906,7.0,2.651463270187378,-1.0953729152679443,2.053023099899292,-8.59743595123291,-0.0601976737380027,-0.1096652373671531,-0.1428210288286209,0.0987795814871788,-0.1063562035560607,-0.4901082217693329,0.1033332645893096,-0.126262217760086,0.1565382331609726,-0.1860662847757339,0.0296625848859548,-0.0904753431677818,0.0289824530482292,0.0023153689689934,-0.0747733041644096,0.0113241868093609,-0.4546591937541961,-0.1591736078262329,-0.1313691586256027,0.0107343271374702,0.2249456048011779,-0.0770194977521896,0.0432265065610408,0.0449472442269325,0.1116054952144622,0.0763199403882026,0.126013234257698,-0.1249894201755523,0.1256620436906814,-0.029121246188879,2.114744186401367,-0.2157286405563354,0.054241731762886,0.155536338686943,-0.0784715637564659,0.1687590181827545,-0.116138219833374,0.0343854799866676,0.1383505910634994,-0.0887864902615547,0.0252213478088378,0.0181874334812164,0.0405265539884567,0.1293786764144897,0.234477013349533,0.1346837729215622,0.081212893128395,-0.1604489386081695,-0.0628479942679405,-0.0446149595081806,0.1257913410663604,0.0734714418649673,-0.0122652594000101,0.1579765081405639,-0.0457072183489799,0.07645183801651,0.1839707791805267,0.1284484267234802,-0.1211863681674003,0.2194960713386535,0.0295244809240102,-0.1015383079648017,0.0229981075972318,-0.0051080356352031
28440,121184,121184,5,5,H3 C4 N5,dsgdb9_129012,-12.7849,7.0,-1.003913640975952,-0.920748770236969,0.0065734200179576,-8.834454536437988,-0.0541578158736228,-0.1060224920511245,-0.2974362969398498,0.0820055454969406,-0.0185557045042514,-0.2489876300096511,0.0972478613257408,-0.0463605150580406,0.0013732025399804,-0.1309696584939956,0.0436993017792701,-0.1214471161365509,0.2678735554218292,0.0171992760151624,-0.0584313161671161,-0.0072407899424433,-0.4075234532356262,-0.2519414126873016,-0.1511794775724411,0.045441448688507,0.2149720638990402,-0.0446511022746562,0.0129729863256216,-0.1559930741786956,0.1861439347267151,0.0713055804371833,0.1490495353937149,-0.1203020587563514,0.143817663192749,-0.0363939478993415,1.8165524005889893,-0.4300797283649444,-0.146633118391037,0.1901707351207733,0.0263348594307899,0.1662718802690506,-0.3158564269542694,-0.0069493856281042,0.1151762455701828,-0.0719222873449325,-0.1054845452308654,-0.0256535932421684,-0.0317502319812774,0.1523675471544265,0.1748213022947311,0.1083496659994125,0.0757872313261032,-0.1154458671808242,-0.0617680884897708,0.0184597000479698,0.0973908528685569,0.2600900530815124,0.0858541503548622,0.4737317562103271,-0.0237851310521364,0.1194030717015266,0.192408800125122,0.1608421057462692,-0.1282844990491867,0.1616593450307846,0.0323257073760032,-0.1144647523760795,0.0285127479583024,0.0167209841310977
28491,54929,54929,8,8,H9 C6 N1 O2,dsgdb9_050466,211.9555,7.0,2.4605460166931152,1.09696364402771,-0.2623147368431091,-9.138551712036133,-0.1077788472175598,-0.184378907084465,-0.0453890264034271,0.0907262116670608,-0.0546111315488815,-0.3020204305648803,0.0616804584860801,0.017758522182703,0.0227291863411664,-0.1882800757884979,0.0214087590575218,-0.1779800057411193,0.134628027677536,0.0212397761642932,-0.0532547608017921,0.0153247863054275,-0.4781858325004577,-0.3298451900482178,-0.0868128910660743,0.0414835326373577,0.1476993709802627,-0.0867571979761123,0.0243307165801525,-0.3086869716644287,0.1631132811307907,0.0277258958667516,0.1466924548149109,-0.1115838810801506,0.2888332903385162,-0.0595488063991069,2.349849224090576,-0.1477139145135879,0.0396222472190856,0.1205032467842102,-0.1175689175724983,-0.0015985965728759,-0.2456539720296859,0.0010823048651218,0.25114905834198,-0.0663439109921455,-0.0838674157857894,-0.1166487857699394,0.0011278074234724,0.1359754502773285,0.4101511538028717,0.0949845910072326,-0.0278374478220939,-0.1699452400207519,-0.0537178441882133,-0.0547940693795681,0.0861607417464256,-0.0185670256614685,0.1012341827154159,0.0527885593473911,-0.0255600437521934,0.11050845682621,0.0874760746955871,0.1152339428663253,-0.1182755902409553,0.1377385556697845,0.0334896817803382,-0.1365542858839035,0.0314423367381095,-0.0026750385295599
28521,7591,7591,6,6,H9 C5 N1 O2,dsgdb9_007802,16.5342,7.0,0.8695960640907288,-2.5366547107696533,2.282214403152466,-8.585909843444824,-0.0538230799138546,-0.0844028666615486,-0.2085483223199844,0.0919956564903259,-0.0922984480857849,-0.4810706079006195,0.1156774163246154,-0.1193825751543045,0.1952988505363464,-0.1690674871206283,0.0073712449520826,-0.1016678437590599,0.0233208909630775,0.0015342459082603,-0.0728397667407989,0.0238187108188867,-0.4471792876720428,-0.0989362597465515,-0.1304982900619506,0.0003948733210563,0.216244101524353,-0.0678830966353416,0.0605090782046318,-0.0150785651057958,0.1282352209091186,0.0572275780141353,0.1205105036497116,-0.1306876838207245,0.1229419857263565,-0.0151053089648485,2.22586727142334,-0.2359173893928527,0.033339899033308,0.1745214313268661,-0.0745735913515091,0.1694514900445938,-0.0420392751693725,0.0160245615988969,0.1204488575458526,-0.0706444680690765,0.0277070086449384,-0.0174125023186206,0.0321425944566726,0.1404553651809692,0.2334643602371215,0.1252070218324661,0.0849499702453613,-0.1568585485219955,-0.0602132230997085,-0.0085371118038892,0.1314395368099212,0.0151889473199844,-0.0076188966631889,0.1663601547479629,-0.032646644860506,0.0657368525862693,0.1751296520233154,0.1216461360454559,-0.1203952357172966,0.1890232414007187,0.0299557317048311,-0.1032875180244445,0.020584400743246,0.0284848306328058
28576,30558,30558,2,2,H6 C5 N2 O2,dsgdb9_028060,-7.5073,7.0,-1.0643327236175537,-0.798289954662323,-0.1576958894729614,-8.846990585327148,-0.0013918615877628,-0.0596223920583725,-0.2458588480949401,0.0699734687805175,0.00562962051481,-0.2111925780773162,0.1251904517412185,-0.0114968568086624,0.0056684943847358,-0.1256886273622512,0.0045388359576463,-0.1433576047420501,0.2703457176685333,0.0685485303401947,-0.0591330789029598,0.0017413801979273,-0.3546777367591858,-0.1718969941139221,-0.1839372366666793,0.0296010002493858,0.2027740478515625,-0.054392784833908,0.0746179968118667,-0.2402220964431762,0.2398613691329956,-0.0138526204973459,0.1402196586132049,-0.1182397678494453,0.1160575971007347,-0.0104386284947395,1.9885834455490112,-0.4747384190559387,-0.1202999129891395,0.2152016013860702,0.0282425917685031,0.0538047179579734,-0.2528460025787353,-0.0104538761079311,0.1421982795000076,-0.0548904426395893,-0.1117192208766937,0.010242074728012,0.0165316089987754,0.1653368324041366,0.1858111321926117,0.1096758469939231,0.1289555430412292,-0.1298246532678604,-0.0659839957952499,0.1030805259943008,0.1277571767568588,0.2694792747497558,0.0723916292190551,0.51576167345047,-0.004091802984476,0.1026726216077804,0.180906280875206,0.114140547811985,-0.1251149773597717,0.1421781182289123,0.0307732429355382,-0.1125909760594368,0.0128362327814102,0.0544137209653854
28658,124334,124334,8,8,H4 C3 N6,dsgdb9_130017,140.0759,7.0,1.1633799076080322,-0.7873626947402954,-0.0155964400619268,-9.182279586791992,-0.0467892102897167,-0.10213153809309,-0.0738834142684936,0.0937505513429641,-0.0553170703351497,-0.3662984073162079,0.1048060357570648,0.0534141808748245,0.0119594410061836,-0.2958179414272308,0.0120081584900617,-0.1005790084600448,0.2929062843322754,-0.027268823236227,-0.1038800776004791,0.0067414571531116,-0.3547902703285217,-0.1073969975113868,-0.0653382390737533,-0.0272960755974054,0.1486468464136123,-0.0648669376969337,0.0568332150578498,-0.2382880002260208,0.0817538052797317,0.0268524978309869,0.1431842446327209,-0.1059186458587646,0.2258678674697876,-0.0348731316626071,2.017025947570801,-0.3683243989944458,-0.0960830226540565,0.0784664377570152,-0.1154957190155983,0.1087729781866073,-0.1285645067691803,-0.0192658454179763,0.1607143282890319,-0.0886756405234336,-0.1171459108591079,0.0723512321710586,-0.1833970546722412,0.0845429748296737,0.255631148815155,0.1211886033415794,-0.1039527431130409,-0.1237358897924423,-0.0382754951715469,-0.0104253329336643,0.0176165755838155,-0.0513383783400058,0.0377099104225635,0.8150014281272888,0.0224224552512168,0.1101547628641128,0.1963283121585846,0.0937268808484077,-0.1268426179885864,0.0134353153407573,0.0382005088031291,-0.1485938429832458,0.014912967570126,-0.0166796259582042
28693,61967,61967,4,4,H9 C5 N1 O3,dsgdb9_057936,19.7481,7.0,-2.374808549880981,0.5749155879020691,0.9585239887237548,-8.69127082824707,-0.0852730870246887,-0.0924633145332336,-0.2068095803260803,0.1049788817763328,-0.0618463568389415,-0.4493529498577118,0.1401707977056503,-0.0378301553428173,0.1975491642951965,-0.1809779703617096,0.0184799581766128,-0.1008364260196685,-0.0006412267684936,-0.001025645295158,-0.0798623487353324,0.02231434173882,-0.4384020864963531,-0.0792722105979919,-0.1359825283288955,0.0180391408503055,0.1877579987049102,-0.0724415630102157,0.0496067777276039,-0.0997067764401435,0.1005663201212883,0.0492978915572166,0.1379533112049102,-0.1381044089794159,0.1200416535139083,-0.0397283732891082,2.150691270828247,-0.2436734586954116,0.0226066671311855,0.1769347190856933,-0.0820992812514305,0.117193803191185,-0.0599581152200698,0.0084002558141946,0.0801115334033966,-0.0577541142702102,0.0350258201360702,-0.0220215879380702,0.0114754401147365,0.1318499743938446,0.3579259514808655,0.1114122942090034,0.0946130827069282,-0.1538053154945373,-0.0198628231883049,0.0530575104057788,0.1165085732936859,0.0879860669374466,-0.0018098670989274,0.2306599617004394,0.0087065417319536,0.0643001198768615,0.1624233275651931,0.1132159009575843,-0.119971215724945,0.1662708818912506,0.0298659559339284,-0.1181498989462852,0.0383108295500278,0.0363231301307678
28941,93652,93652,5,5,H10 C5 N2 O2,dsgdb9_102686,226.1022,7.0,-2.3748316764831543,-0.0037832099478691,-0.9177523851394652,-9.200644493103027,-0.1023400500416755,-0.1538687199354171,-0.0413192734122276,0.0658995956182479,-0.037036657333374,-0.3171179294586181,0.0842688605189323,0.0404897443950176,0.0096685178577899,-0.2153326272964477,0.0241232626140117,-0.1876477748155594,0.1907103359699249,0.0417115315794944,-0.0502296201884746,0.0213095135986804,-0.4879809617996216,-0.3201153874397278,-0.0926942527294159,0.0256033986806869,0.1442475616931915,-0.0870615318417549,0.0550269335508346,-0.4111045002937317,0.1513668447732925,0.0166931077837944,0.1391739696264267,-0.115512229502201,0.2893407940864563,-0.061255794018507,2.3491017818450928,-0.1561684608459472,0.0539913177490234,0.1463294774293899,-0.1377693712711334,-0.0385366305708885,-0.2455342710018158,-0.0209458377212286,0.2307267487049102,-0.0505933947861194,-0.0905283614993095,-0.1090463697910308,0.0197910629212856,0.1397474110126495,0.433995246887207,0.092551089823246,-0.0196195989847183,-0.1618027240037918,-0.0459931381046772,-0.0381741598248481,0.0824217274785041,0.0064831892959773,0.11529191583395,0.0359214805066585,-0.0112928226590156,0.1020117551088333,0.0874238833785057,0.0836364701390266,-0.1175734102725982,0.1360722929239273,0.0333929397165775,-0.1585563719272613,0.0287022348493337,0.0198827944695949
